番号,shopname,category,全店,デジタル,中小,住所１,住所２,電話番号
1652,studio Effort,サービス業 その他,〇,★,●,豊中市中桜塚3-4-28,,06-6152-5623
1653,Cafe Rose,飲食店,〇,★,●,豊中市中桜塚3-5-30,プレール桜塚101,06-6843-7527
1654,トラットリアサルーテ,飲食店,〇,★,●,豊中市中桜塚3-8-27,ベルローゼ桜塚1F,06-6152-7385
1655,リカーショップミツヤ,食料品(スーパー含む),〇,★,●,豊中市中桜塚4-14-14,,06-6849-5911
1656,屋台から揚げ本舗 富士宮,飲食店,〇,★,●,豊中市中桜塚4-14-17,ヴェルシーナ102,06-6842-7677
1657,天麩羅くろさわ,飲食店,〇,★,●,豊中市中桜塚4-2-1,シャンボール豊中103,06-6854-7888
1658,ウエルシア 豊中中桜塚店,ドラッグストア,〇,,,豊中市中桜塚4-6-10,,06-4865-9421
1659,PEDAL 豊中店,自動車・自転車,〇,★,●,豊中市中桜塚4-7-11,,06-6845-2348
1660,うどん・そば処 なかま,飲食店,〇,,●,豊中市中桜塚4-7-8,カビーナ中桜塚1F,06-6849-2585
1661,株式会社みちはうす,医療福祉,〇,★,●,豊中市中桜塚4-7-8,カビーナ中桜塚1F,06-6152-2222
1662,3 o'clock bake,飲食店,〇,★,●,豊中市中桜塚5-14-1,,06-6846-8877
1663,ヘアーステージ ヤン 桜塚店,理美容,〇,★,●,豊中市中桜塚5-14-1,,06-6852-3115
1664,アサヒ園芸,小売業 その他,〇,★,●,豊中市中桜塚5-14-20,,06-6856-0417
1665,hair dress UNION,理美容,〇,★,●,豊中市中桜塚5-15-11,ファースト中桜塚1F,06-6151-9120
1666,サントロペ・ヘアクリニック,理美容,〇,★,●,豊中市中桜塚5-16-5,,06-6848-2992
1667,サカイデンキ,電化製品,〇,★,●,豊中市中桜塚5-18-24,,06-6857-3504
1668,ヘアーサロン ハヤブチ,理美容,〇,★,●,豊中市中桜塚5-19-1,,06-6854-0289
1669,セブン-イレブン 豊中中桜塚5丁目店,コンビニエンスストア,〇,★,●,豊中市中桜塚5-19-30,,06-6841-7811
1670,ぱる,飲食店,〇,★,●,豊中市中桜塚5-23-7,,06-6849-7334
1671,充電家,飲食店,〇,★,●,豊中市中桜塚5-7-7,,06-7505-8607
1672,カーニバルクリーニング 南桜塚店,サービス業 その他,〇,,●,豊中市南桜塚1-1-7,,06-6845-4107
1673,カザマランドセル 豊中ショールーム,小売業 その他,〇,★,●,豊中市南桜塚1-2-1,,06-7161-3981
1674,魚政,飲食店,〇,★,●,豊中市南桜塚1-21-18,,06-6850-0020
1675,ボン・ヴィヴァン,飲食店,〇,★,●,豊中市南桜塚1-22-5,,06-6853-3238
1676,浜磯こだま商店,食料品(スーパー含む),〇,★,●,豊中市南桜塚1-22-6,,06-6845-2661
1677,つる輔,飲食店,〇,,●,豊中市南桜塚1-22-7,ルオール曽根101,06-6841-0717
1678,片山鍼灸整骨院,医療福祉,〇,★,●,豊中市南桜塚1-22-7,ルオール曽根103,06-6853-5362
1679,エディオン 豊中桜塚店,電化製品,〇,★,●,豊中市南桜塚1-4-1,高橋テレビ,06-6857-5572
1680,杵屋末広,食料品(スーパー含む),〇,★,●,豊中市南桜塚1-4-2,,06-6852-4041
1681,コープ 桜塚,食料品(スーパー含む),〇,,,豊中市南桜塚2-1-10,,06-6854-6111
1682,Oro Verde,食料品(スーパー含む),〇,★,●,豊中市南桜塚2-12-20,,06-6849-8180
1683,株式会社豊中交通社,サービス業 その他,〇,★,●,豊中市南桜塚2-12-20,一色ビル,06-6849-5801
1684,HAIR&SPA VOGUE,理美容,〇,★,●,豊中市南桜塚3-14-9,,06-6858-1777
1685,株式会社ゴルフ総合研究所,サービス業 その他,〇,★,●,豊中市南桜塚3-15-21,,06-6850-8050
1686,小豆,飲食店,〇,★,●,豊中市南桜塚3-15-24,エルム曽根1F,06-6152-7459
1687,勇麻衣屋 南桜塚本店,飲食店,〇,★,●,豊中市南桜塚3-2-16,,06-6848-9729
1688,ペンギンショップ 南桜塚店,サービス業 その他,〇,,●,豊中市南桜塚3-6-19,,06-4865-3533
1689,シェフカワカミ 桜塚店,食料品(スーパー含む),〇,★,●,豊中市南桜塚3-6-27,,06-6846-8001
1690,ユニクロ 豊中南桜塚店,衣料品,〇,,,豊中市南桜塚3-7-15,,06-6840-8296
1691,イングリッシュホーム,サービス業 その他,〇,,●,豊中市南桜塚4-1-1,,06-6854-4040
1692,タイ古式緩体くつろぎ,サービス業 その他,〇,★,●,豊中市岡町南1-1-11,,06-7503-7622
1693,ヒラオ鍼灸院,サービス業 その他,〇,★,●,豊中市岡町南1-2-4,,06-6846-7408
1694,島珈琲 岡町本店,食料品(スーパー含む),〇,★,●,豊中市岡町南1-5-47,,072-669-8284
1695,古絵本とコーヒーのお店 ちぇすなっと,小売業 その他,〇,★,●,豊中市岡町南1-6-13-101,,090-2101-7566
1696,幸せな花屋-sun,小売業 その他,〇,★,●,豊中市岡町南3-5-29,,080-3429-8344
1697,パナショップ おかまち,電化製品,〇,★,●,豊中市岡町南3-5-4,,06-6844-1537
1698,サウスウッド,飲食店,〇,★,●,豊中市岡町南3-5-7,,06-6841-7956
1699,はまざわ整骨院,サービス業 その他,〇,★,●,豊中市岡町北1-1-10,,06-7504-2313
1700,炭火焼鳥専門店 あみや 岡町店,飲食店,〇,★,●,豊中市岡町北1-2-20,,06-6858-5335
1701,HAIR SPACE Bloom Lien,理美容,〇,★,●,豊中市岡町北1-2-20,メゾン清涼2F,06-6836-9712
1702,すし寅,飲食店,〇,★,●,豊中市岡町北1-2-8,,06-6841-1853
1703,貸衣裳店ツル,サービス業 その他,〇,★,●,豊中市岡町北1-3-5,,06-6855-5337
1704,浜口無線,電化製品,〇,★,●,豊中市岡町北1-5-12,,06-6853-2109
1705,OTOGI de  BonBon,食料品(スーパー含む),〇,★,●,豊中市岡町北3-1-5,岡町駅前レジデンス1F,
1706,Rocket,理美容,〇,★,●,豊中市岡町北3-1-5,岡町駅前レジデンス1F,06-6843-1545
1707,株式会社アクティホーム,サービス業 その他,〇,★,●,豊中市岡町北3-2-17,,06-6852-7070
1708,CADENCE,飲食店,〇,★,●,豊中市岡町北3-6-16,西岡町マンション1F,06-6152-8176
1709,リラクゼーションサロン 癒し空間,サービス業 その他,〇,★,●,豊中市岡町北3-7-3-2,,090-9047-6167
1710,ダヤンとぬいぐるみの専門店・maruoka,小売業 その他,〇,★,●,豊中市岡町10-5,,06-6855-5534
1711,やきとりレストランBAR 豊,飲食店,〇,,●,豊中市岡町1-24,,06-6844-1177
1712,ハラデン 岡町店,電化製品,〇,★,●,豊中市岡町1-25,,06-6848-4444
1713,かがやき整骨院 岡町,医療福祉,〇,★,●,豊中市岡町1-26,,06-6845-4806
1714,セブン-イレブン 豊中岡町東店,コンビニエンスストア,〇,★,●,豊中市岡町2-8,,06-6849-0731
1715,有限会社滝川ミシン編機商会,サービス業 その他,〇,★,●,豊中市岡町3-1,,06-6843-5108
1716,和楽整体院,医療福祉,〇,★,●,豊中市岡町3-1,岡町グランドハイツ101,06-4867-4373
1717,スタジオウエスト,サービス業 その他,〇,★,●,豊中市岡町3-6,アソルティ豊中岡町3F,06-6857-0535
1718,Sham:poo+,サービス業 その他,〇,★,●,豊中市岡町3-7,サヴィボックス1F,06-7493-6663
1719,(個人)中島タクシー,サービス業 その他,〇,★,●,豊中市岡町4-1-702,,090-7880-3112
1720,むらやま整骨院,医療福祉,〇,,●,豊中市岡町8-11-101,,06-6848-3787
1721,土手嘉,飲食店,〇,★,●,豊中市岡町8-16,,06-6852-3143
1722,CLIP on  hair,理美容,〇,★,●,豊中市岡町8-21,,06-6846-8552
1723,けやき堂薬局,ドラッグストア,〇,★,●,豊中市岡町8-22,原田ビル1F,0120-58-5014
1724,鈴乃家,飲食店,〇,★,●,豊中市岡町8-24,,06-6852-3472
1725,CharMe  hair(シャルム ヘア),理美容,〇,★,●,豊中市岡町9-1,畑ビル1F,06-6845-1300
1726,プチ・マルシェ 岡町,小売業 その他,〇,★,●,豊中市岡町9-1,畑ビル1F,06-6335-4190
1727,喫茶ココテイー,飲食店,〇,,●,豊中市岡町9-1,畑ビル1F,06-6853-7556
1728,B-CLUB,飲食店,〇,★,●,豊中市岡町9-2,,080-4481-7120
1729,サロンモードみち美容室,理美容,〇,,●,豊中市走井1-5-1,,06-6853-0916
1730,DOG SALON Nene,サービス業 その他,〇,★,●,豊中市走井2-2-13,,06-6854-9933
1731,東京靴流通センター 豊中岡町店,小売業 その他,〇,,,豊中市山ノ上町10-19,,06-6844-1892
1732,ヘアーサロン モーラー,理美容,〇,,●,豊中市宝山町23-5,宝山ビル1F,06-6855-3483
1733,合同会社 たたみ無双,小売業 その他,〇,★,●,豊中市宝山町3-23,,0120-780-630
1734,びーの×マルシェ,食料品(スーパー含む),〇,,●,豊中市宝山町6-5,,06-6843-0603
1735,セイロモータース,サービス業 その他,〇,★,●,豊中市勝部1-8-12,,06-6844-0173
1736,ドン・キホーテ 豊中店,小売業 その他,〇,,,豊中市勝部1-8-16,,06-4865-6711
1737,ガンバ大阪オフィシャルショップ Blu SPAZIO,その他の業種,〇,,●,豊中市千里万博公園3-3,,06-6875-8558
1738,錦わらい イオンタウン豊中緑丘店 3. 小売業,飲食店,〇,★,●,豊中市緑丘4-1,イオンタウン豊中緑丘1F,06-4865-0065
1739,Green Parks topic 2.小売業,衣料品,〇,,,豊中市緑丘4-1-1,イオンタウン豊中緑丘,06-6151-9930
1740,ABC-MART イオンタウン豊中緑丘店 2.小売業,衣料品,〇,,,豊中市緑丘4-1-2,イオンタウン豊中緑丘SC1F,06-6844-5706
1741,からあげボンボン 3. 小売業,飲食店,〇,★,●,豊中市東豊中町4-3-8,,06-6398-9997
1742,札幌すし 3. 小売業,飲食店,〇,★,●,豊中市東豊中町6-12-20-1,,06-6856-1454
1743,美療鍼灸整骨院 14.,サービス業 その他,〇,★,●,豊中市西緑丘1-1-19,JGS緑丘マンション101,06-6398-9795
1744,和のごちそう 岳獅 3.小売業,飲食店,〇,★,●,豊中市熊野町4-11-5,,06-6841-1136
1745,メガネの三城 豊中熊野店,10.小売業 その他,〇,,,豊中市熊野町4-1-26,,06-6853-8820
1746,フードショップ青葉 東豊中店 1.小売業,食料品(スーパー含む),〇,,●,豊中市熊野町4-21-43,,06-6849-2867
1747,居酒屋こえな 3.小売業,飲食店,〇,,●,豊中市本町1-11-1,豊中本町ビル1F,06-6856-0220
1748,elan-:maman 3. 小売業,飲食店,〇,★,●,豊中市本町1-11-24,,06-6846-1031
1749,炭火焼肉 豊中牧場 3.小売業,飲食店,〇,,●,豊中市本町1-12-1,,06-6849-1029
1750,カットハウスしゃらく 11.サービス業,理美容,〇,,●,豊中市本町1-12-22,,06-6854-2260
1751,屋島 3.小売業,飲食店,〇,,●,豊中市本町1-13-27,,06-6849-3716
1752,とり友,10.小売業 その他,〇,,●,豊中市本町1-7-5,,06-6852-5162
1753,853coffee 3. 小売業,飲食店,〇,★,●,豊中市本町6-1-1,ヒルズワンビル102号,06-6398-7665
1754,中国華膳 彩菜 3.小売業,飲食店,〇,★,●,豊中市本町6-1-3,195ストリートビル1F,06-6852-2338
1755,kotona hair 11. サービス業,理美容,〇,★,●,豊中市本町7-7-17,1F,06-6849-6511
1756,FLOWER SHOP ICHIGO-YA,10.小売業 その他,〇,★,●,豊中市北桜塚2-4-3-2,,06-6846-5887
1757,ボニー美容室 11.サービス業,理美容,〇,,●,豊中市北桜塚3-2-24,,06-6849-6298
1758,花正商店,10.小売業 その他,〇,★,●,豊中市玉井町1-1-1,エトレとよなか2F,06-6858-5562
1759,焼肉ARITA 豊中駅前店 3. 小売業,飲食店,〇,★,●,豊中市玉井町1-2-1,豊中駅前ビルディング5F,06-6855-1177
1760,魚と手作り豆腐 三邑 3.小売業,飲食店,〇,,●,豊中市玉井町1-2-13,2F,06-6855-5151
1761,鮮魚鮨処 かまや 3.小売業,飲食店,〇,★,●,豊中市蛍池東町1-2-9,辻井ビル1F,06-6842-2234
1762,トヨタレンタカー 大阪空港入口交差点前 14.,サービス業 その他,〇,,,豊中市蛍池東町4-4-19,,06-6841-0002
1763,白井くにき司法書士事務所 15. その他,その他の業種,〇,★,●,豊中市蛍池中町1-3-19,,06-7710-0966
1764,シェアオフィス sono 14.,サービス業 その他,〇,★,●,豊中市蛍池中町2-5-12-2F,,06-7777-2153
1765,Deco Hair Salon 11. サービス業,理美容,〇,,●,豊中市蛍池中町3-6-18,プライム蛍池101,06-6852-8826
1766,PANDESS 1. 小売業,食料品(スーパー含む),〇,★,●,豊中市蛍池中町3-9-1,,06-6841-5560
1767,ロゼシオン kobe 蛍池店 2. 小売業,衣料品,,★,,豊中市蛍池中町3-2-1,ルシオーレ3F,06-6844-5520
1768,バル カフェ Massa 3.小売業,飲食店,〇,★,●,豊中市蛍池西町3-555,,06-6152-7121
1769,タリーズコーヒー 伊丹空港店 3. 小売業,飲食店,〇,,,豊中市蛍池西町3-555,大阪国際空港北ターミナルビル4F,06-4865-5228
1770,焼肉 煌牛 きぎゅう 3. 小売業,飲食店,〇,★,●,豊中市清風荘1-5-1,サンホワイティー清風荘202号,06-6849-2929
1771,そら助産院 12. サービス業,医療福祉,〇,★,●,豊中市千里園3-6-10,千里園マンションB101,090-6669-9536
1772,ジョニーのからあげ 3. 小売業,飲食店,〇,★,●,豊中市春日町3-1-50,シャトル松尾101,06-6854-2421
1773,AOKI豊中店 2. 小売業,衣料品,〇,,,豊中市向丘3-11-40,AOKI豊中店,06-6850-7888
1774,フードショップ青葉 桜の町店 1.小売業,食料品(スーパー含む),〇,★,●,豊中市桜の町3-5-8,,06-6852-7700
1775,ファーマライズ薬局 千里店,10.小売業 その他,〇,,,豊中市新千里北町2-20-13,,06-6836-1151
1776,Green Parks topic せんちゅうパル 2.小売業,衣料品,〇,,,豊中市新千里東町1-3,せんちゅうパル2F,06-6873-8246
1777,こどもとかぞくのくつ工房 sprout 10.,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6310-1357
1778,ちょっとよろう家千里中央店 3. 小売業,飲食店,〇,,,豊中市新千里東町1-3,せんちゅうパルB1F,06-6835-3900
1779,ハートアップ千里中央店 10.,小売業 その他,〇,,,豊中市新千里東町1-4-1,阪急千里中央ビル2F,06-6871-7761
1780,なぎさカイロプラクティック 14.,サービス業 その他,〇,★,●,豊中市新千里南町2-5-16,レスパス豊中103,06-6872-7552
1781,しんちゃん 3. 小売業,飲食店,〇,,●,豊中市上新田2-14-8,松尾マンション101,06-7164-2801
1782,メナードフェイシャルサロン千里葵 10.,小売業 その他,〇,★,●,豊中市上新田2-6-25,千里坂ノ木ハイツ103,080-5353-9620
1783,黒門さかえ 3. 小売業,飲食店,〇,,●,豊中市上新田4-16-2,秀和ハイツA-101,06-6369-7131
1784,ほかほか弁当 ホットフーズ曽根店 10.,小売業 その他,〇,★,●,豊中市曽根西町1-1-14,,06-6845-8819
1785,エステテックサロン シャン・プリオール 11. サービス業,理美容,〇,★,●,豊中市曽根東町1-2-1,阪急曽根ビル3F,06-6841-6335
1786,itanClip (イタンクリップ) 曽根本店 3.小売業,飲食店,〇,★,●,豊中市曽根東町2-5-15,,06-6862-5200
1787,お宝探しの森 2.小売業,衣料品,〇,,●,豊中市曽根東町3-3-1,ダイエー曽根店5F,06-6863-5511
1788,VEGA 曽根ボウル,14.サービス業 その他,〇,★,●,豊中市曽根東町3-3-22,ヴァイキングビル4F,06-6865-7200
1789,Aesthetic Mirei 11. サービス業,理美容,〇,★,●,豊中市曽根東町3-5-3,コマウィング300号室,06-7173-7001
1790,アルチザン 曽根店,10.小売業 その他,〇,★,●,豊中市曽根東町4-2-1,,06-6863-9360
1791,焼肉 八坪 3.小売業,飲食店,〇,,●,豊中市曽根東町6-8-7,,06-6864-8411
1792,はんこ本舗 7. 小売業,家具・雑貨,〇,★,●,豊中市城山町1-1-7,曽根芙蓉ハイツ105,06-6867-6811
1793,ほかほか弁当ホットフーズ原田店 10.,小売業 その他,〇,★,●,豊中市原田中1-9-10,,06-6857-5738
1794,さけとも まるひげ 3. 小売業,飲食店,〇,★,●,豊中市庄内東町1-4-3,アメニティ豊中1F,06-6334-8899
1795,芦田青果店 豊南市場  1.小売業,食料品(スーパー含む),〇,★,●,豊中市庄内東町1-7-19,,06-6333-8395
1796,(株)石川屋 1. 小売業,食料品(スーパー含む),〇,★,●,豊中市庄内東町1-7-19,豊南市場内,06-6332-5206
1797,G-G キッチン 3.小売業,飲食店,〇,★,●,豊中市庄内東町1-8-13,,090-6670-5448
1798,さくら薬局 阪急庄内駅前店,10.小売業 その他,〇,,,豊中市庄内東町2-2-10,,06-6335-0077
1799,株式会社ヤマダデンキ 家電住まいる館×YAMADA web.com 豊中店 8.小売業,電化製品,〇,,,豊中市庄内東町2-7-10,,06-6836-9350
1800,東町珈琲店 3. 小売業,飲食店,〇,★,●,豊中市庄内東町4-13-25,イナバビル,06-6331-0080
1801,ル・クロワッサン庄内店 10.,小売業 その他,〇,,●,豊中市庄内西町2-22-8,,06-6332-1488
1802,グルメシティ庄内店 1. 小売業,食料品(スーパー含む),〇,,,豊中市庄内西町2-23-23,,06-6336-4147
1803,お食事処さかえ 3. 小売業,飲食店,〇,,●,豊中市庄内西町2-24-8,,06-6334-5307
1804,コポ 庄内店 2.小売業,衣料品,〇,,●,豊中市庄内西町3-1-21,,06-6331-6524
1805,マツモトキヨシ 豊中庄内店 6.小売業,ドラッグストア,〇,,,豊中市庄内西町3-1-5,サンパティオ1F,06-6335-3510
1806,エナックヘアー 11. サービス業,理美容,〇,★,●,豊中市庄内幸町3-1-21,,06-6333-6662
1807,株式会社ナギサガスフィッティングス 15. その他,その他の業種,〇,★,●,豊中市名神口3-7-1,クリスタルビュー豊中南1F,06-6375-6879
1808,ビッグボーイ 園田店 3.小売業,飲食店,〇,,●,豊中市利倉西2-82,,06-6863-7228
1809,トヨタレンタカー 豊中店 14.,サービス業 その他,〇,,,豊中市服部元町1-14-15,,06-6866-8280
1810,てっぱん居酒屋・三太 3.小売業,飲食店,〇,★,●,豊中市服部元町1-2-8,アイコンビル101,06-6398-7161
1811,モォ。 3.小売業,飲食店,〇,★,●,豊中市服部元町1-6-11,,06-6152-5356
1812,アルチザン 服部店,10.小売業 その他,〇,★,●,豊中市服部元町1-7-3,,06-6866-0352
1813,eyelash nail salon ALO ROOMY 11. サービス業,理美容,〇,★,●,豊中市服部本町1-6-1,メゾンマルシン 2F,06-7709-1052
